shot_id,shot_made_flag
1,0.312506496906
8,0.345140814781
17,0.638133704662
20,0.753331124783
33,0.295103043318
34,0.432396709919
35,0.411570966244
36,0.354535162449
37,0.667470753193
38,0.334024697542
45,0.339595019817
50,0.301803827286
55,0.246703624725
60,0.30070990324
66,0.262657910585
67,0.257077276707
71,0.427143573761
80,0.263033598661
85,0.247634127736
86,0.621409296989
95,0.640700399876
104,0.396261304617
113,0.321585327387
123,0.299259155989
126,0.846781432629
133,0.643455862999
141,0.250821858644
144,0.490082979202
150,0.713570654392
152,0.390148550272
153,0.680704534054
156,0.359614491463
159,0.912683665752
165,0.783531725407
172,0.399740606546
182,0.926057934761
192,0.445292919874
193,0.633417785168
196,0.351408213377
202,0.349262446165
210,0.309424132109
211,0.417775928974
228,0.89950633049
257,0.433807462454
260,0.424214780331
264,0.426193922758
267,0.650318324566
279,0.94617587328
282,0.370648026466
293,0.30371171236
299,0.859497666359
300,0.686482965946
301,0.730899751186
317,0.304518789053
327,0.370115220547
328,0.231363922358
335,0.26179343462
346,0.750769257545
348,0.266351908445
365,0.361400097609
390,0.687646389008
391,0.715122699738
392,0.754354119301
397,0.354074150324
418,0.356596469879
428,0.213755890727
434,0.624844610691
439,0.593672156334
440,0.315878599882
456,0.350947707891
459,0.263665348291
472,0.405036568642
480,0.241093635559
491,0.345520496368
497,0.434555888176
509,0.392906695604
511,0.418133586645
523,0.13553455472
533,0.405111581087
544,0.413462400436
546,0.405679404736
555,0.692368745804
558,0.320022106171
560,0.345920026302
573,0.309494972229
591,0.398140400648
596,0.397892713547
597,0.36338326335
601,0.686384022236
605,0.403416067362
617,0.326065957546
628,0.308065414429
634,0.354724824429
646,0.250205159187
649,0.378349095583
651,0.767700970173
654,0.839368343353
656,0.410900473595
657,0.419362336397
669,0.369216501713
670,0.891385793686
693,0.757559537888
694,0.333409816027
699,0.405557662249
711,0.429653048515
718,0.346065670252
722,0.302192777395
723,0.339410841465
725,0.759120345116
734,0.341468334198
735,0.473028302193
737,0.780910372734
746,0.311601817608
747,0.634030878544
766,0.309845179319
767,0.333967506886
771,0.281681746244
773,0.217773541808
774,0.390556037426
783,0.247537925839
784,0.371741682291
789,0.306621879339
792,0.445855259895
804,0.350706577301
809,0.359164148569
812,0.29348641634
813,0.403637975454
817,0.33253800869
820,0.304587006569
825,0.31916308403
826,0.311146557331
829,0.337643653154
855,0.430537372828
859,0.708841621876
862,0.432253450155
870,0.390553921461
876,0.390415221453
880,0.359483242035
886,0.971434950829
889,0.843640983105
891,0.455574542284
897,0.967672169209
902,0.31697010994
903,0.308095365763
908,0.396935671568
909,0.34403142333
920,0.307955622673
922,0.436484903097
924,0.584322273731
932,0.356674998999
934,0.367776483297
937,0.428706020117
941,0.293228298426
943,0.365891367197
950,0.392137795687
952,0.290461570024
954,0.919929504395
963,0.321043401957
975,0.379543483257
979,0.398461431265
981,0.419887155294
983,0.111079074442
985,0.538812398911
989,0.511628746986
995,0.406194478273
998,0.394549041986
1008,0.224362462759
1019,0.67544656992
1023,0.4234123528
1026,0.316651791334
1029,0.62299066782
1034,0.871130526066
1036,0.727129101753
1038,0.288907796144
1039,0.566485643387
1051,0.351979672909
1052,0.23204420507
1066,0.313412666321
1087,0.291933000088
1092,0.171249344945
1094,0.813555002213
1098,0.41051274538
1099,0.365473002195
1102,0.388969898224
1118,0.386959224939
1131,0.251306951046
1133,0.726451218128
1135,0.933120727539
1138,0.514340043068
1139,0.814875245094
1142,0.448299825191
1151,0.280032217503
1152,0.364716380835
1155,0.692688465118
1165,0.364654421806
1167,0.92286324501
1172,0.353325009346
1174,0.733338415623
1180,0.437706947327
1200,0.46197527647
1202,0.400993168354
1227,0.6424934268
1228,0.547205030918
1229,0.313450843096
1237,0.434881389141
1241,0.44958910346
1256,0.256085425615
1279,0.385098904371
1293,0.20600618422
1295,0.29880258441
1319,0.738726198673
1320,0.398091137409
1321,0.822050869465
1322,0.716847419739
1334,0.280556797981
1351,0.689741015434
1373,0.308140546083
1375,0.229314431548
1380,0.45667847991
1382,0.750433862209
1385,0.534688353539
1399,0.348168343306
1403,0.917722821236
1428,0.255732655525
1434,0.320952564478
1444,0.954551458359
1448,0.360496431589
1466,0.837907791138
1476,0.345034211874
1478,0.382516920567
1485,0.391451120377
1491,0.697273790836
1494,0.654159426689
1500,0.386760890484
1501,0.668476939201
1503,0.438550591469
1519,0.705317378044
1524,0.325610995293
1529,0.772331774235
1533,0.710680305958
1538,0.974627375603
1539,0.374194383621
1546,0.401759296656
1555,0.297717303038
1559,0.384793013334
1563,0.695376813412
1565,0.756675362587
1574,0.356375783682
1591,0.31810939312
1594,0.241757631302
1605,0.28461715579
1611,0.415323108435
1614,0.389166563749
1620,0.321129858494
1626,0.262792229652
1630,0.396666914225
1632,0.39282360673
1634,0.275536298752
1643,0.301287204027
1651,0.421790271997
1655,0.339085936546
1658,0.270468056202
1659,0.372768133879
1665,0.377599328756
1675,0.349220991135
1680,0.698024511337
1690,0.372687160969
1696,0.316694557667
1714,0.274557441473
1721,0.449508726597
1726,0.410706341267
1728,0.376390576363
1734,0.36019384861
1735,0.316951036453
1740,0.369761526585
1744,0.851952075958
1747,0.32700291276
1752,0.334041655064
1763,0.743525624275
1765,0.745070517063
1769,0.428720355034
1785,0.636986017227
1787,0.33032900095
1788,0.399965167046
1793,0.310594409704
